No., Glass No., Data Source, Year, Data Source Number, SiO2, Al2O3, MgO, CaO, Na2O, Density ( g/cm3 ), Density (Predictive Value), Density (Residual)
3410, GJ03-358556, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 40.0, 25.0, , 35.0, , 2780.0, , 
3411, GJ03-358557, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 40.0, 30.0, , 30.0, , 2760.0, , 
3412, GJ03-358558, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 40.0, 32.7, , 27.3, , 2770.0, , 
3413, GJ03-358559, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 45.0, 5.0, , 50.0, , 2900.0, , 
3414, GJ03-358560, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 45.0, 10.0, , 45.0, , 2860.0, , 
3415, GJ03-358561, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 45.0, 15.0, , 40.0, , 2810.0, , 
3416, GJ03-358562, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 45.0, 20.0, , 35.0, , 2770.0, , 
3417, GJ03-358563, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 45.0, 20.6, , 34.4, , 2770.0, , 
3418, GJ03-358564, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 45.0, 22.6, , 32.4, , 2750.0, , 
3419, GJ03-358565, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 45.0, 24.4, , 30.6, , 2740.0, , 
3420, GJ03-358566, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 45.0, 25.0, , 30.0, , 2720.0, , 
3421, GJ03-358567, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 45.0, 26.0, , 29.0, , 2740.0, , 
3422, GJ03-358568, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 45.0, 27.5, , 27.5, , 2730.0, , 
3423, GJ03-358569, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 45.0, 30.0, , 25.0, , 2730.0, , 
3424, GJ03-358570, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 50.0, , , 50.0, , 2900.0, , 
3425, GJ03-358571, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 50.0, 5.0, , 45.0, , 2860.0, , 
3426, GJ03-358572, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 50.0, 10.0, , 40.0, , 2810.0, , 
3427, GJ03-358573, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 50.0, 12.5, , 37.5, , 2800.0, , 
3428, GJ03-358574, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 50.0, 15.0, , 35.0, , 2760.0, , 
3429, GJ03-358575, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 50.0, 18.7, , 31.3, , 2730.0, , 
3430, GJ03-358576, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 50.0, 20.0, , 30.0, , 2720.0, , 
3431, GJ03-358577, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 50.0, 20.6, , 29.4, , 2730.0, , 
3432, GJ03-358578, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 50.0, 22.2, , 27.8, , 2720.0, , 
3433, GJ03-358579, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 50.0, 23.7, , 26.3, , 2710.0, , 
3434, GJ03-358580, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 50.0, 25.0, , 25.0, , 2700.0, , 
3435, GJ03-358581, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 50.0, 30.0, , 20.0, , 2700.0, , 
3436, GJ03-358582, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 50.0, 40.0, , 10.0, , 2720.0, , 
3437, GJ03-358583, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 55.0, 5.0, , 40.0, , 2800.0, , 
3438, GJ03-358584, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 55.0, 10.0, , 35.0, , 2750.0, , 
3439, GJ03-358585, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 55.0, 11.3, , 33.7, , 2750.0, , 
3440, GJ03-358586, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 55.0, 15.0, , 30.0, , 2710.0, , 
3441, GJ03-358587, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 55.0, 16.9, , 28.1, , 2700.0, , 
3442, GJ03-358588, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 55.0, 18.5, , 26.5, , 2690.0, , 
3443, GJ03-358589, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 55.0, 20.0, , 25.0, , 2670.0, , 
3444, GJ03-358590, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 55.0, 22.5, , 22.5, , 2670.0, , 
3445, GJ03-358591, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 55.0, 25.0, , 20.0, , 2660.0, , 
3446, GJ03-358592, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 60.0, 5.0, , 35.0, , 2730.0, , 
3447, GJ03-358593, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 60.0, 6.7, , 33.3, , 2730.0, , 
3448, GJ03-358594, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 60.0, 10.0, , 30.0, , 2690.0, , 
3449, GJ03-358595, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 60.0, 12.8, , 27.2, , 2680.0, , 
3450, GJ03-358596, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 60.0, 15.0, , 25.0, , 2650.0, , 
3451, GJ03-358597, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 60.0, 16.5, , 23.5, , 2660.0, , 
3452, GJ03-358598, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 60.0, 20.0, , 20.0, , 2620.0, , 
3453, GJ03-358599, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 76.0, 12.0, , 12.0, , 2490.0, , 
3454, GJ06-358600, J. Non-Crystalline Solids, 2015, v. 411  p. 0005, 76.0, 17.0, , 7.0, , 2380.0, , 
3455, GJ03-358793, J. Non-Crystalline Solids, 2015, v. 417  p. 0015, 74.0, , , 16.0, 10.0, 2480.0, , 
3456, GJ02-359445, J. Non-Crystalline Solids, 2015, v. 429  p. 0190, 73.84, 1.49, 2.83, 8.25, 13.58, 2462.0, , 
3457, GP06-359661, Japanese Patent    AGC (J), 2015, A024954, 74.0, 13.0, 5.0, 2.0, 6.0, 2410.0, , 
3458, GP03-359694, Japanese Patent    AGC (J), 2015, A027931, 72.26, 12.52, 5.54, 9.68, , 2480.0, , 
3459, GP03-359704, Japanese Patent    AGC (J), 2015, A027932, 61.6, 12.1, 15.3, 11.0, , 2600.0, , 
3460, GP03-359705, Japanese Patent    AGC (J), 2015, A027932, 50.31, 11.86, 19.5, 18.33, , 2750.0, , 
3461, GP03-359706, Japanese Patent    AGC (J), 2015, A027932, 58.45, 11.88, 21.03, 8.64, , 2640.0, , 
3462, GP03-359707, Japanese Patent    AGC (J), 2015, A027932, 42.74, 11.99, 13.65, 31.62, , 2860.0, , 
3463, GP03-359708, Japanese Patent    AGC (J), 2015, A027932, 44.81, 9.39, 14.85, 30.95, , 2850.0, , 
3464, GP03-359709, Japanese Patent    AGC (J), 2015, A027932, 55.89, 11.76, 23.8, 8.55, , 2660.0, , 
3465, GP03-359710, Japanese Patent    AGC (J), 2015, A027932, 41.16, 12.13, 9.21, 37.5, , 2870.0, , 
3466, GP03-359711, Japanese Patent    AGC (J), 2015, A027932, 45.64, 10.76, 12.09, 31.51, , 2820.0, , 
3467, GP03-359741, Japanese Patent    AGC (J), 2015, A028827, 66.32, 12.22, 13.13, 8.33, , 2540.0, , 
3468, GP03-359742, Japanese Patent    AGC (J), 2015, A028827, 64.16, 12.2, 13.11, 10.53, , 2560.0, , 
3469, GP03-359743, Japanese Patent    AGC (J), 2015, A028827, 67.07, 11.56, 13.08, 8.29, , 2530.0, , 
3470, GP03-359744, Japanese Patent    AGC (J), 2015, A028827, 64.91, 11.54, 13.06, 10.49, , 2560.0, , 
3471, GP03-359745, Japanese Patent    AGC (J), 2015, A028827, 61.91, 10.17, 14.22, 13.7, , 2600.0, , 
3472, GP03-359746, Japanese Patent    AGC (J), 2015, A028827, 71.28, 14.42, 10.31, 3.99, , 2470.0, , 
3473, GP03-359747, Japanese Patent    AGC (J), 2015, A028827, 66.33, 12.29, 10.88, 10.5, , 2550.0, , 
3474, GP03-359751, Japanese Patent    AGC (J), 2015, A028828, 52.62, 14.51, 20.34, 12.53, , 2700.0, , 
3475, GP03-359752, Japanese Patent    AGC (J), 2015, A028828, 65.27, 15.76, 10.37, 8.6, , 2550.0, , 
3476, GP03-359753, Japanese Patent    AGC (J), 2015, A028828, 50.81, 15.12, 21.42, 12.65, , 2710.0, , 
3477, GP03-359754, Japanese Patent    AGC (J), 2015, A028828, 53.47, 15.15, 21.46, 9.92, , 2680.0, , 
3478, GP03-359755, Japanese Patent    AGC (J), 2015, A028828, 65.71, 15.87, 8.03, 10.39, , 2540.0, , 
3479, GP03-359756, Japanese Patent    AGC (J), 2015, A028828, 68.74, 15.7, 12.71, 2.85, , 2500.0, , 
3480, GP03-359757, Japanese Patent    AGC (J), 2015, A028828, 58.65, 18.85, 19.07, 3.43, , 2600.0, , 
3481, GP03-359758, Japanese Patent    AGC (J), 2015, A028828, 51.96, 18.37, 26.33, 3.34, , 2680.0, , 
3482, GP03-360784, US Patent    OCV Intellectual Capital (US), 2015, A8987154, 61.29, 9.28, 15.26, 13.19, 0.98, 2610.0, , 
3483, GP02-361300, US Patent    AGC (J), 2015, A0064411, 72.49, 6.2, 8.5, , 12.8, 2410.0, , 
3484, GP02-364004, Japanese Patent    AGC (J), 2015, A205816, 64.0, 12.0, 8.0, , 16.0, 2460.0, , 
3485, GP02-364005, Japanese Patent    AGC (J), 2015, A205816, 58.0, 14.0, 12.0, , 16.0, 2490.0, , 
3486, GP02-364006, Japanese Patent    AGC (J), 2015, A205816, 66.0, 11.0, 8.0, , 15.0, 2450.0, , 
3487, GP02-364007, Japanese Patent    AGC (J), 2015, A205816, 68.0, 10.0, 8.0, , 14.0, 2440.0, , 
3488, GP02-364008, Japanese Patent    AGC (J), 2015, A205816, 68.0, 11.0, 10.0, , 11.0, 2440.0, , 
3489, GP03-364236, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 48.05, 23.29, 28.66, , , 2692.0, , 
3490, GP03-364238, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 54.61, 21.45, 23.94, , , 2637.0, , 
3491, GP03-364239, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 54.18, 16.87, 28.95, , , 2641.0, , 
3492, GP03-364240, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 44.42, 22.91, 11.59, 17.85, 3.23, 2704.0, , 
3493, GP03-364241, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 53.76, 17.74, 11.22, 17.28, , 2675.0, , 
3494, GP03-364242, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 50.58, 17.76, 11.23, 17.3, 3.13, 2676.0, , 
3495, GP03-364243, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 44.78, 19.8, , 29.99, 5.43, 2719.0, , 
3496, GP03-364244, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 54.63, 16.1, , 29.27, , 2699.0, , 
3497, GP03-364245, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 48.21, 22.1, 23.95, 5.74, , 2703.0, , 
3498, GP03-364433, US Patent    Schott AG (DE), 2015, A9096461, 70.86, 10.29, 12.25, 6.6, , 2476.6, , 
3499, GP03-364434, US Patent    Schott AG (DE), 2015, A9096461, 74.15, 10.46, 7.78, 5.59, 2.02, 2427.5, , 
3500, GP03-364463, US Patent    3B (BE), 2015, A9102564, 46.87, 11.54, 24.63, 16.96, , 2780.0, , 
3501, GP03-364464, US Patent    3B (BE), 2015, A9102564, 51.09, 13.78, 18.2, 16.93, , 2720.0, , 
3502, GP03-364465, US Patent    3B (BE), 2015, A9102564, 47.31, 10.02, 26.94, 15.73, , 2780.0, , 
3503, GP03-364466, US Patent    3B (BE), 2015, A9102564, 53.76, 10.16, 23.63, 12.45, , 2700.0, , 
3504, GP03-364467, US Patent    3B (BE), 2015, A9102564, 54.86, 10.56, 20.93, 13.65, , 2690.0, , 
3505, GP03-364468, US Patent    3B (BE), 2015, A9102564, 55.62, 10.5, 25.54, 8.34, , 2670.0, , 
3506, GP03-364469, US Patent    3B (BE), 2015, A9102564, 56.37, 8.4, 24.73, 10.5, , 2670.0, , 
3507, GP03-364470, US Patent    3B (BE), 2015, A9102564, 56.32, 8.67, 26.4, 8.61, , 2670.0, , 
3508, GP03-364471, US Patent    3B (BE), 2015, A9102564, 58.15, 9.72, 22.82, 9.31, , 2640.0, , 
3509, GP03-364472, US Patent    3B (BE), 2015, A9102564, 58.61, 8.95, 25.55, 6.89, , 2620.0, , 
3510, GP03-364887, US Patent    OCV Intellectual Capital (US), 2015, A9187361, 72.34, 13.59, 14.07, , , 2452.0, , 
3511, GP03-364888, US Patent    OCV Intellectual Capital (US), 2015, A9187361, 69.53, 13.45, 17.02, , , 2481.0, , 
3512, GP03-364891, US Patent    OCV Intellectual Capital (US), 2015, A9187361, 73.07, 12.92, 14.01, , , 2443.0, , 
3513, GP03-364892, US Patent    OCV Intellectual Capital (US), 2015, A9187361, 71.73, 11.47, 16.8, , , 2453.0, , 
3514, GP03-364966, US Patent    OCV Intellectual Capital (US), 2015, A9206068, 69.53, 13.45, 17.02, , , 2481.0, , 
3515, GP03-364970, US Patent    OCV Intellectual Capital (US), 2015, A9206068, 71.73, 11.47, 16.8, , , 2453.0, , 
3516, GP02-365180, Japanese Patent    AGC (J), 2016, A000668, 72.3, 6.0, 7.9, , 13.8, 2412.0, , 
3517, GP02-365191, Japanese Patent    AGC (J), 2016, A000670, 72.3, 6.0, 7.9, , 13.8, 2412.0, , 
3518, GJ02-365907, J. Non-Crystalline Solids, 2016, v. 441  p. 0049, 74.7, , , , 25.3, 2437.0, , 
3519, GJ02-365908, J. Non-Crystalline Solids, 2016, v. 441  p. 0049, 70.0, 5.1, , , 24.9, 2456.0, , 
3520, GJ02-365909, J. Non-Crystalline Solids, 2016, v. 441  p. 0049, 64.8, 10.2, , , 25.0, 2471.0, , 
3521, GJ02-365910, J. Non-Crystalline Solids, 2016, v. 441  p. 0049, 59.6, 15.1, , , 25.3, 2484.0, , 
3522, GJ02-365911, J. Non-Crystalline Solids, 2016, v. 441  p. 0049, 54.6, 19.7, , , 25.7, 2494.0, , 
3523, GJ02-365912, J. Non-Crystalline Solids, 2016, v. 441  p. 0049, 49.7, 25.2, , , 25.1, 2498.0, , 
3524, GJ02-366200, J. Non-Crystalline Solids, 2016, v. 447  p. 0141, 50.0, , , , 50.0, 2370.0, , 
3525, GJ02-366201, J. Non-Crystalline Solids, 2016, v. 447  p. 0141, 66.67, , , , 33.33, 2220.0, , 
3526, GJ02-366202, J. Non-Crystalline Solids, 2016, v. 447  p. 0141, 75.0, , , , 25.0, 2130.0, , 
3527, GJ02-366203, J. Non-Crystalline Solids, 2016, v. 447  p. 0141, 80.0, , , , 20.0, 2090.0, , 
3528, GJ06-366245, J. Non-Crystalline Solids, 2016, v. 447  p. 0267, 50.0, 25.0, , , 25.0, 2494.0, , 
3529, GJ06-366247, J. Non-Crystalline Solids, 2016, v. 447  p. 0267, 50.0, 25.0, 25.0, , , 2678.0, , 
3530, GJ06-366248, J. Non-Crystalline Solids, 2016, v. 447  p. 0267, 50.0, 25.0, , 25.0, , 2690.0, , 
3531, GJ30-366433, J. Non-Crystalline Solids, 2016, v. 451  p. 0077, 39.9, 60.1, , , , 2824.0, , 
3532, GJ03-366656, J. Non-Crystalline Solids, 2017, v. 455  p. 0006, 44.83, 19.67, , 35.5, , 3010.0, , 
3533, GJ03-366659, J. Non-Crystalline Solids, 2017, v. 455  p. 0006, 39.85, 19.27, , 40.88, , 2930.0, , 
3534, GP02-367183, European Patent    Others, 2015, AW027896, 68.5, 7.2, 10.2, , 14.1, 2448.0, , 
3535, GP02-367184, European Patent    Others, 2015, AW027896, 70.5, 5.2, 10.2, , 14.1, 2435.0, , 
3536, GJ03-367951, Int. J. Applied Glass Science, 2015, v. 006  p. 0210, 71.0, 14.0, 15.0, , , 2440.0, , 
3537, GJ06-367952, Int. J. Applied Glass Science, 2015, v. 006  p. 0210, 60.0, 20.0, 20.0, , , 2550.0, , 
3538, GJ06-367953, Int. J. Applied Glass Science, 2015, v. 006  p. 0210, 56.0, 22.0, 22.0, , , 2600.0, , 
3539, GJ03-367954, Int. J. Applied Glass Science, 2015, v. 006  p. 0210, 60.0, 10.0, 30.0, , , 2560.0, , 
3540, GJ03-367955, Int. J. Applied Glass Science, 2015, v. 006  p. 0210, 50.0, 13.0, 37.0, , , 2660.0, , 
3541, GJ03-367956, Int. J. Applied Glass Science, 2015, v. 006  p. 0210, 50.0, 5.0, 45.0, , , 2700.0, , 
3542, GJ06-367959, Int. J. Applied Glass Science, 2015, v. 006  p. 0210, 60.0, 20.0, 10.0, 10.0, , 2610.0, , 
3543, GJ06-367974, Int. J. Applied Glass Science, 2015, v. 006  p. 0210, 70.0, 15.0, , , 15.0, 2380.0, , 
3544, GJ06-367975, Int. J. Applied Glass Science, 2015, v. 006  p. 0210, 60.0, 20.0, , , 20.0, 2450.0, , 
3545, GJ06-367976, Int. J. Applied Glass Science, 2015, v. 006  p. 0210, 70.0, 15.0, , , 15.0, 2500.0, , 
3546, GJ06-367977, Int. J. Applied Glass Science, 2015, v. 006  p. 0210, 60.0, 20.0, , , 20.0, 2610.0, , 
3547, GJ02-368433, J. Non-Crystalline Solids, 2017, v. 471  p. 0006, 73.82, , , 11.19, 14.99, 2514.0, , 
3548, GJ03-368512, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 64.8, 8.99, , 26.21, , 2642.0, , 
3549, GJ03-368513, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 65.94, 8.02, , 26.04, , 2609.0, , 
3550, GJ03-368514, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 65.85, 10.0, , 24.16, , 2621.0, , 
3551, GJ03-368515, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 63.01, 8.65, , 28.34, , 2667.0, , 
3552, GJ03-368516, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 63.77, 8.01, , 28.22, , 2645.0, , 
3553, GJ03-368517, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 63.64, 9.98, , 26.38, , 2642.0, , 
3554, GJ03-368518, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 66.61, 9.33, , 24.05, , 2599.0, , 
3555, GJ03-368519, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 64.8, 8.99, , 26.21, , 2626.0, , 
3556, GJ03-368520, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 65.38, 8.5, , 26.12, , 2621.0, , 
3557, GJ03-368521, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 65.32, 9.49, , 25.19, , 2616.0, , 
3558, GJ03-368522, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 63.9, 8.82, , 27.28, , 2654.0, , 
3559, GJ03-368523, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 64.29, 8.5, , 27.22, , 2640.0, , 
3560, GJ03-368524, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 64.22, 9.49, , 26.29, , 2635.0, , 
3561, GJ03-368525, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 65.71, 9.16, , 25.13, , 2611.0, , 
3562, GJ03-368526, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 64.8, 8.99, , 26.21, , 2624.0, , 
3563, GJ03-368527, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 63.32, 9.31, , 27.36, , 2649.0, , 
3564, GJ03-368528, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 66.23, 9.66, , 24.11, , 2602.0, , 
3565, GJ03-368529, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 64.86, 8.0, , 27.13, , 2636.0, , 
3566, GJ03-368530, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 66.3, 8.64, , 25.06, , 2610.0, , 
3567, GJ03-368531, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 63.39, 8.33, , 28.28, , 2650.0, , 
3568, GJ03-368532, J. Non-Crystalline Solids, 2017, v. 471  p. 0344, 64.75, 9.99, , 25.27, , 2626.0, , 
3569, GJ02-368581, J. Non-Crystalline Solids, 2016, v. 432  p. 0177, 66.67, 11.11, , , 22.22, 2490.0, , 
3570, GJ03-368758, J. Non-Crystalline Solids, 2016, v. 432  p. 0081, 50.0, , 25.0, 25.0, , 2852.0, , 
3571, GJ03-368860, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 76.3, 11.7, , 12.0, , 2460.0, , 
3572, GJ03-368861, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 73.1, 13.2, , 13.7, , 2501.0, , 
3573, GJ03-368862, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 69.5, 15.0, , 15.5, , 2539.0, , 
3574, GJ03-368863, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 66.0, 16.7, , 17.3, , 2571.0, , 
3575, GJ03-368864, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 66.0, 16.7, , 17.3, , 2604.0, , 
3576, GJ03-368865, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 59.5, 20.1, , 20.4, , 2631.0, , 
3577, GJ03-368866, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 56.4, 21.7, , 21.9, , 2653.0, , 
3578, GJ03-368867, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 53.96, 22.52, , 23.52, , 2680.0, , 
3579, GJ03-368868, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 53.96, 22.52, , 23.52, , 2699.0, , 
3580, GJ03-368869, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 47.9, 25.7, , 26.4, , 2717.0, , 
3581, GJ03-368870, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 45.3, 27.1, , 27.6, , 2734.0, , 
3582, GJ03-368871, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 42.7, 28.4, , 28.9, , 2748.0, , 
3583, GJ03-368872, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 40.5, 29.6, , 29.9, , 2762.0, , 
3584, GJ03-368873, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 37.7, 31.1, , 31.2, , 2773.0, , 
3585, GJ03-368874, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 35.2, 32.3, , 32.5, , 2783.0, , 
3586, GJ03-368875, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 69.77, 5.91, , 24.32, , 2602.0, , 
3587, GJ03-368876, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 69.47, 8.91, , 21.62, , 2580.0, , 
3588, GJ03-368877, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 69.4, 10.4, , 20.2, , 2567.0, , 
3589, GJ03-368878, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 69.67, 11.81, , 18.52, , 2556.0, , 
3590, GJ03-368879, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 69.4, 13.4, , 17.2, , 2545.0, , 
3591, GJ03-368880, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 69.6, 14.8, , 15.6, , 2538.0, , 
3592, GJ06-368881, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 69.8, 17.7, , 12.5, , 2536.0, , 
3593, GJ03-368882, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 35.2, 19.6, , 45.2, , 2860.0, , 
3594, GJ03-368883, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 36.3, 22.2, , 41.5, , 2838.0, , 
3595, GJ03-368884, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 35.6, 28.4, , 36.0, , 2793.0, , 
3596, GJ03-368885, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 33.2, 33.1, , 33.7, , 2782.0, , 
3597, GJ03-368942, J. Non-Crystalline Solids, 2017, v. 460  p. 0006, 49.8, , 8.52, 41.68, , 2880.0, , 
3598, GJ03-368943, J. Non-Crystalline Solids, 2017, v. 460  p. 0006, 50.95, , 16.42, 32.63, , 2870.0, , 
3599, GJ03-368944, J. Non-Crystalline Solids, 2017, v. 460  p. 0006, 50.55, , 24.37, 25.08, , 2850.0, , 
3600, GJ03-368945, J. Non-Crystalline Solids, 2017, v. 460  p. 0006, 50.2, , 33.1, 16.7, , 2830.0, , 
3601, GJ03-368946, J. Non-Crystalline Solids, 2017, v. 460  p. 0006, 50.1, , 35.7, 14.2, , 2800.0, , 
3602, GJ03-368947, J. Non-Crystalline Solids, 2017, v. 460  p. 0006, 48.94, , 37.29, 13.77, , 2750.0, , 
3603, GJ03-368948, J. Non-Crystalline Solids, 2017, v. 460  p. 0006, 53.1, , 39.22, 7.68, , 2700.0, , 
3604, GJ03-369011, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 89.9, 4.6, , 5.5, , 2299.0, , 
3605, GJ03-369012, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 86.0, 6.6, , 7.4, , 2345.0, , 
3606, GJ03-369013, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 81.5, 9.2, , 9.3, , 2401.0, , 
3607, GJ03-369014, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 78.44, 10.63, , 10.93, , 2418.0, , 
3608, GJ03-369015, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 72.52, 13.49, , 13.99, , 2523.0, , 
3609, GJ06-369016, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 69.21, 15.95, , 14.84, , 2538.0, , 
3610, GJ06-369017, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 60.6, 20.1, , 19.3, , 2628.0, , 
3611, GJ06-369018, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 55.18, 22.71, , 22.11, , 2666.0, , 
3612, GJ06-369019, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 48.5, 25.9, , 25.6, , 2734.0, , 
3613, GJ06-369020, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 46.68, 26.86, , 26.46, , 2722.0, , 
3614, GJ06-369021, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 45.1, 29.0, , 25.9, , 2764.0, , 
3615, GJ06-369022, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 39.76, 31.57, , 28.67, , 2788.0, , 
3616, GJ30-369023, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 30.21, 35.25, , 34.54, , 2812.0, , 
3617, GJ03-369024, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 69.95, 9.95, , 20.1, , 2550.0, , 
3618, GJ03-369025, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 67.24, 12.36, , 20.4, , 2562.0, , 
3619, GJ03-369026, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 64.66, 15.06, , 20.28, , 2587.0, , 
3620, GJ03-369027, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 63.05, 17.37, , 19.58, , 2593.0, , 
3621, GJ06-369028, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 60.54, 19.78, , 19.68, , 2617.0, , 
3622, GJ06-369029, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 58.73, 22.19, , 19.08, , 2635.0, , 
3623, GJ06-369030, J. Non-Crystalline Solids, 2017, v. 461  p. 0024, 55.58, 24.72, , 19.7, , 2660.0, , 
