SiO2,Al2O3,MgO,CaO,Na2O,K2O,SO3,Young
 75.3, 7.0, 0.8, , , 2.0, , 100.0
 76.1, 5.3, , , , 2.2, , 92.0
 79.0, 2.4, , , 4.85, , , 64.0
 75.3, 7.0, 0.8, , , 2.0, , 40.0
 77.2, 6.6, 0.5, , , , , 113.0
 73.5, 6.0, 0.5, , , 1.5, , 100.0
 71.3, 7.0, 1.0, , , 1.5, , 118.0
 74.54, 7.07, 0.81, , , 2.02, , 100.0
 76.0, 4.0, 0.3, , , 1.0, , 115.0
 77.8, 4.2, 1.5, , , 2.0, , 108.0
 75.8, 6.0, 0.3, , , 1.0, , 110.0
 76.4, 4.5, 1.5, , , , , 118.0
 72.5, 8.0, 1.7, , , , , 118.0
 35.63, 18.19, , , , , , 100.0
 35.39, 18.59, , , , , , 102.0
 33.9, 17.41, , , , , , 103.0
 33.16, 17.05, , , , , , 103.0
 32.46, 16.73, , , , , , 104.0
 36.38, 18.66, , , , , , 101.0
 36.86, 10.35, , , , , , 97.0
 37.47, 12.03, 3.7, , , , , 102.0
 40.68, 22.67, , , , , , 97.0
 37.18, 19.07, 2.9, , , , , 102.0
 35.63, 18.19, , , , , , 100.0
 35.63, 18.19, , , , , , 130.0
 28.14, 18.37, , , , , , 144.0
 28.14, 18.37, , , , , , 106.0
 29.82, 18.14, , , , , , 105.0
 32.05, 7.06, , , , , , 102.0
 33.9, 17.41, , , , , , 103.0
 33.9, 17.41, , , , , , 132.0
 32.05, 7.06, , , , , , 133.0
 29.82, 18.14, , , , , , 142.0
 28.47, 18.05, 19.41, , , 2.76, , 182.0
 32.37, 13.41, 19.46, , 2.98, , , 181.0
 34.26, 14.28, 20.58, , , , , 181.0
 38.8, 11.52, 19.33, , , , , 172.0
 37.68, 15.98, 16.87, , , , , 171.0
 37.68, 15.98, 16.87, , , , , 116.0
 28.47, 18.05, 19.41, , , 2.76, , 122.0
 32.37, 13.41, 19.46, , 2.98, , , 122.0
 34.26, 14.28, 20.58, , , , , 119.0
 38.8, 11.52, 19.33, , , , , 116.0
 55.0, 15.0, 3.0, 5.0, , , , 96.04
 55.0, 15.0, 5.0, , , , , 99.96
 60.0, 15.0, 5.0, 5.0, , , , 92.41
 62.0, 15.0, 5.0, , , , , 95.55
 50.0, 15.0, 5.0, 10.0, 4.0, , , 96.53
 50.0, 20.0, 5.0, 5.0, , , , 104.9
 55.0, 20.0, 5.0, 5.0, , , , 100.9
 63.0, 20.0, 5.0, , , , , 98.88
 60.0, 25.0, 5.0, , , , , 104.4
 64.0, 20.0, 2.0, , 3.0, , , 93.1
 44.0, 17.0, 16.0, , , , , 95.0
 35.0, 17.0, 26.0, , 8.0, , , 103.0
 36.0, 12.0, 16.0, , 5.0, , , 92.0
 42.0, 11.0, 18.0, , , 2.0, , 108.0
 34.5, 14.5, 21.0, , 1.5, , , 104.0
 32.0, 17.0, 20.0, , , , , 101.0
 28.5, 11.5, 15.0, , , , , 100.0
 30.0, 17.0, 20.0, , 5.0, , , 100.0
 34.0, 13.0, 25.0, , 1.0, 5.0, , 110.0
 40.0, 15.0, 21.0, , 5.0, , , 106.0
 49.47, 5.79, 2.29, 4.78, 3.52, , , 100.0
 55.22, 20.82, , , 9.68, , , 85.0
 70.48, 11.11, 0.5, , , 2.93, , 100.0
 45.82, 26.16, 8.62, 1.6, , , , 133.0
 39.33, 22.25, 7.24, 1.01, , , , 120.0
 71.6, 8.46, , , , 3.24, , 92.0
 60.36, 7.76, 3.37, 4.86, 0.75, 0.72, , 93.0
 60.55, 7.78, 3.39, 4.71, 0.47, 0.43, , 93.0
 61.33, 6.31, 3.43, 5.64, 1.92, 1.46, , 90.0
 62.47, 7.12, 3.38, 4.79, 0.96, 1.46, , 90.0
 60.44, 9.1, 4.03, 5.87, 0.76, 0.72, , 92.0
 59.85, 9.36, 4.71, 4.8, 1.93, 4.4, , 90.0
 59.54, 7.74, 3.42, 5.11, 1.13, 2.43, , 90.0
 58.23, 9.1, 4.34, 4.75, 1.91, 2.9, , 91.0
 55.84, 10.81, 3.66, 4.67, 2.06, 4.7, , 89.0
 55.03, 12.72, 3.68, 4.86, 3.02, 6.16, , 87.0
 61.0, 18.0, 5.8, 8.1, , , , 82.8
 63.85, 5.35, , 9.0, 3.0, 12.7, , 74.0
 57.8, 12.0, , 4.0, 3.0, 13.0, , 71.0
 55.0, 10.85, , 2.45, 3.15, 11.0, , 73.0
 54.0, 11.0, , , 3.0, 10.85, , 76.0
 51.84, 13.27, , , 3.06, 11.22, , 72.0
 54.8, 11.0, , , 3.0, 10.85, , 73.0
 48.5, 27.0, 9.0, , , , , 119.4
 49.1, 25.0, 11.4, , , , , 126.3
 48.2, 23.6, 15.5, , , , , 133.2
 45.56, 24.52, 11.81, , , , , 125.6
 48.2, 22.7, 16.4, , , , , 131.8
 47.75, 22.52, 16.22, , , , , 132.5
 46.85, 22.52, 18.02, , , , , 132.5
 46.4, 22.7, 14.1, , , , , 126.3
 45.9, 22.5, 14.0, , , , , 124.9
 49.1, 16.2, 17.1, , , , , 129.0
 58.5, 14.0, , 4.2, , 1.0, , 85.0
 50.86, 8.51, 4.0, 2.0, 10.01, 3.0, , 96.0
 44.3, 13.75, 16.65, , 5.1, , , 131.0
 15.1, 2.0, , 10.2, 1.4, , , 142.0
 71.66, 0.6, 4.12, 9.65, 13.67, 0.3, , 70.0
 67.78, 2.12, 0.1, 8.59, 16.16, 5.15, , 68.0
 64.19, 0.45, 0.07, 13.32, 21.96, 0.01, , 70.0
 63.65, 2.47, 0.1, 13.49, 17.62, 2.67, , 70.0
 64.8, 2.0, 0.5, 10.4, 17.4, 4.9, , 68.0
 64.0, 2.0, 0.5, 10.4, 16.3, 4.8, , 68.0
 65.0, 1.0, , 14.1, 18.9, 1.0, , 69.0
 71.34, 0.71, 1.02, 9.18, 11.48, 5.1, , 73.6
 65.33, 2.72, , 1.01, 10.25, 8.51, , 71.5
 62.6, 2.78, 2.93, , 8.39, 9.33, , 70.5
 62.36, 2.77, 2.92, , 8.36, 9.3, , 71.0
 61.46, 2.75, 2.9, , 8.31, 9.25, , 71.3
 61.36, 3.73, 2.95, , 11.29, 5.09, , 72.5
 63.46, 9.25, , , 15.09, 3.78, , 75.9
 64.8, 2.68, , 0.98, 10.2, 8.49, , 71.6
 59.7, 2.72, 2.87, , 8.22, 9.14, , 74.0
 62.46, 9.18, , , 15.0, 3.75, , 76.4
 56.14, 23.86, , , , , , 91.4
 52.97, 22.48, 5.64, , , , , 90.1
 54.27, 23.63, 0.96, 0.96, , , , 86.1
 55.38, 24.18, 0.96, 0.96, , , , 85.8
 54.86, 23.95, 0.95, 0.95, , , , 84.8
 54.8, 23.86, 0.97, 0.97, , , , 83.1
 59.46, 24.78, 2.02, , , , , 83.7
 58.61, 24.36, 2.0, 0.95, , , , 83.8
 58.5, 25.36, 1.92, 0.96, , , , 83.9
 58.07, 25.1, 1.92, 1.92, , , , 82.4
 49.0, 17.0, 14.0, 1.7, , , , 116.0
 49.0, 16.0, 15.0, 1.7, , , , 125.0
 51.0, 17.0, 14.0, 1.4, , , , 120.0
 45.5, 19.0, 17.0, 1.2, , , , 135.0
 45.5, 19.0, 17.0, 1.2, , , , 123.0
 52.7, 16.0, 15.0, 1.4, , , , 120.0
 55.27, 17.58, 10.05, 1.21, , , , 130.0
 51.0, 16.0, 15.0, 1.4, , , , 123.0
 44.0, 19.0, 18.0, 1.0, , , , 148.0
 28.2, 15.95, , , , , , 178.0
 28.19, 15.94, , , , , , 176.0
 26.06, 14.75, , , , , , 195.0
 20.61, 11.65, , , , , , 170.0
 20.61, 11.65, , , , , , 172.0
 18.75, 10.61, , , , , , 186.0
 6.14, 43.13, 4.12, 46.61, , , , 109.0
 , 44.98, 4.71, 36.38, , , , 109.6
 50.0, 14.99, 22.01, , , , , 132.0
 29.97, 34.97, 21.99, , , , , 144.8
 52.4, 14.3, 20.9, , , , , 130.0
 47.69, 14.3, 21.01, , , , , 138.7
 35.0, 30.0, 22.0, , , , , 142.6
 44.99, 20.01, 22.0, , , , , 135.8
 54.99, 10.0, 22.01, , , , , 128.6
 34.99, 35.62, , 29.39, , , , 99.6
 38.76, 20.04, 20.6, , , , , 117.4
 33.48, 28.4, 16.84, , , , , 123.2
 33.12, 28.09, 13.88, 3.86, , , , 120.4
 32.75, 27.79, 10.99, 7.64, , , , 117.5
 32.42, 27.49, 8.15, 11.34, , , , 114.7
 32.07, 27.2, 5.38, 14.96, , , , 112.0
 31.73, 26.92, 2.66, 18.51, , , , 109.2
 50.2, 8.19, 6.48, 9.91, , , , 110.5
 49.54, 8.89, 6.39, 8.89, , , , 110.4
 32.1, 34.03, 13.46, , , , , 124.1
 30.83, 39.23, 10.34, , , , , 124.1
 32.08, 23.32, 9.22, 17.11, , , , 110.6
 37.22, 23.68, 9.36, 17.37, , , , 106.8
 42.52, 24.05, 9.51, 17.64, , , , 103.2
 47.99, 24.43, 9.66, 17.92, , , , 99.5
 28.86, 18.37, 12.1, , , , , 130.9
 31.17, 16.53, 15.68, , , , , 127.8
 33.88, 14.38, 19.89, , , , , 124.7
 37.13, 11.81, 24.91, , , , , 121.6
 38.74, 37.34, 14.76, , , , , 116.8
 38.13, 31.6, 17.85, , , , , 120.0
 30.8, 32.52, 4.59, , , , , 126.9
 31.92, 27.68, 7.14, , , , , 125.8
 33.13, 22.48, 9.88, , , , , 124.2
 34.42, 16.88, 12.83, , , , , 122.6
 35.84, 10.81, 16.02, , , , , 121.1
 37.03, 5.59, 18.78, , , , , 129.1
 23.25, 22.19, 12.67, , , , , 135.3
 28.2, 20.94, 9.7, , , , , 129.6
 35.29, 20.23, 24.63, , , , , 121.8
 35.88, 8.12, 13.37, , , , , 129.0
 36.09, 10.88, 13.45, , , , , 127.2
 68.0, 9.0, , 2.8, , 1.5, , 97.0
 68.0, 12.0, , 1.2, , , , 95.0
 68.0, 12.0, , 2.5, , , , 95.0
 68.0, 10.0, , 2.5, , 1.0, , 95.5
 66.5, 12.0, , 2.0, , 2.5, , 95.5
 68.0, 9.0, , 2.0, , , , 95.5
 67.0, 10.0, , 1.5, , , , 95.0
 67.0, 10.0, , 1.5, , , , 96.0
 65.0, 7.0, , 2.0, , , , 93.0
 66.0, 13.5, 2.0, 1.0, , , , 95.0
 72.8, 9.5, , , , , , 91.2
 72.0, 11.2, , , , , , 89.2
 70.0, 10.2, 1.0, , , , , 95.0
 74.2, 9.8, 4.0, , , , , 91.5
 76.8, 9.6, , , , , , 93.0
 75.5, 9.6, , , , , , 94.2
 74.5, 8.8, , , , , , 93.2
 73.2, 8.8, , , , , , 92.0
 73.2, 9.2, , , , , , 89.3
 72.0, 9.2, , , , , , 91.0
 74.3, 8.0, , 2.9, , 1.5, , 98.4
 74.5, 7.2, , 2.2, , 3.0, , 100.6
 75.3, 9.8, , , , , , 93.6
 74.0, 10.3, , , , , , 95.6
 72.1, 10.5, , 0.5, , , , 90.9
 75.5, 10.0, , 2.0, , , , 96.2
 70.8, 10.5, , , , 1.0, , 92.3
 68.3, 12.0, , , , 3.0, , 97.7
 74.2, 9.8, , , , , , 93.6
 71.9, 9.5, , , , , , 94.7
 72.0, 9.0, , 0.3, , 1.0, , 95.2
 76.0, 6.5, , 0.8, , , , 96.0
 75.0, 8.0, , 1.2, , , , 96.2
 72.0, 6.5, , 0.5, , , , 95.0
 74.0, 6.0, , 1.0, , , , 93.7
 74.0, 6.5, 4.0, 1.3, , , , 92.0
 72.0, 5.5, 2.0, 0.2, , , , 95.4
 76.0, 6.5, , 1.0, , , , 95.4
 72.0, 8.0, , 0.2, , , , 95.8
 75.0, 6.5, , 1.0, , , , 95.0
 74.6, 6.5, , 2.9, , 1.5, , 95.2
 76.0, 7.8, , 2.2, , , , 95.0
 72.0, 8.5, , 4.0, , , , 94.8
 72.0, 7.0, , 4.0, , 4.0, , 93.8
 74.0, 6.0, , 2.5, , 0.5, , 93.8
 72.0, 9.0, , 4.5, , , , 94.0
 72.0, 12.0, , 2.2, , , , 94.2
 78.0, 6.5, , 2.5, , , , 93.5
 73.5, 6.0, , 2.5, , , , 93.0
 75.0, 6.5, 4.0, 2.7, , , , 94.0
 72.0, 5.5, , , , 0.5, , 94.5
 74.0, 5.2, 3.3, , , 4.0, , 93.8
 75.0, 5.8, 1.2, , , 2.5, , 93.8
 76.0, 6.5, , , , 3.5, , 94.5
 72.0, 6.2, , , , 4.0, , 94.5
 76.0, 5.0, , , , 4.5, , 94.8
 78.0, 8.0, , , , 2.0, , 94.6
 78.0, 6.5, , , , 1.0, , 94.7
 74.6, 6.9, , , , 1.5, , 95.5
 74.6, 6.5, , , , 2.0, , 95.8
 74.0, 6.5, , 2.0, , 0.9, , 96.1
 78.0, 8.3, , , , 0.7, , 93.8
 76.0, 8.0, , , , 0.2, , 93.8
 67.0, 12.0, , 4.0, , 0.8, , 94.5
 72.0, 10.0, , 0.5, , 0.3, , 94.6
 70.0, 10.0, , , , 0.2, , 96.2
 68.0, 12.0, , , , 0.8, , 93.2
 74.0, 8.5, , , , 0.5, , 93.8
 76.0, 8.0, , , , 0.9, , 92.8
 74.0, 8.5, 3.3, , , 0.5, , 92.6
 72.0, 10.0, , 0.2, , 4.0, , 94.0
 70.0, 9.2, , , , 3.0, , 95.2
 72.0, 10.5, , , , 1.8, , 94.0
 74.0, 8.5, , , , 3.0, , 94.0
 72.0, 6.5, , , , 4.0, , 93.7
 74.0, 8.5, 2.0, , , 4.0, , 94.0
 70.0, 7.5, 4.0, , , 1.6, , 95.5
 76.0, 8.3, , , , 4.2, , 96.0
 72.0, 7.0, , , , 1.8, , 96.8
 76.0, 8.0, , , , 3.5, , 93.0
 76.0, 9.0, , , , , , 93.1
 75.0, 9.5, , , , , , 84.5
 68.0, 11.6, , , , , , 84.1
 74.0, 10.0, 2.0, , , , , 87.5
 69.0, 12.0, 5.0, , , , , 87.4
 73.0, 11.5, , , , , , 90.7
 72.0, 11.0, , , , , , 96.0
 74.0, 10.5, , , , , , 87.9
 72.0, 9.5, , , , , , 90.7
 74.0, 10.5, , , , , , 87.1
 71.0, 11.4, , , , , , 86.2
 74.0, 11.0, 0.5, , , , , 86.8
 72.0, 10.0, 4.5, , , , , 87.0
 76.0, 9.5, , , , , , 87.2
 72.0, 10.0, , , , , , 91.0
 75.0, 9.5, , , , , , 88.0
 76.0, 7.6, , , , , , 88.2
 77.0, 9.7, , , , , , 87.8
 76.0, 8.6, , , , , , 90.0
 75.0, 13.3, , , , , , 88.8
 74.6, 6.5, , 2.9, , 1.5, , 94.5
 72.5, 7.2, , 2.2, , 3.0, , 101.0
 75.7, 10.8, , , , , , 92.1
 74.0, 8.0, , , , , , 93.9
 72.2, 10.5, , 0.5, , , , 90.9
 75.5, 11.2, , 2.0, , , , 91.7
 67.2, 10.5, , , , 1.0, , 93.1
 70.0, 10.2, , , , 3.0, , 91.6
 74.0, 9.8, , , , , , 93.0
 73.8, 9.5, , , , , , 92.7
 72.2, 10.5, , 0.5, , , , 92.2
 75.5, 11.2, , 2.0, , , , 92.3
 67.2, 10.5, , , , 1.0, , 94.4
 70.3, 10.2, , , , 3.0, , 93.3
 73.0, 9.8, , , , , , 95.3
 72.3, 9.5, , , , , , 94.4
 69.8, 9.5, , , , , , 93.1
 70.2, 10.7, , , , , , 91.1
 70.0, 8.7, 1.0, , , , , 91.5
 74.2, 8.8, 4.0, , , , , 88.1
 70.0, 10.2, 1.0, , , , , 98.1
 74.2, 9.8, 4.0, , , , , 92.9
 76.8, 9.6, , , , , , 98.8
 75.5, 9.6, , , , , , 97.4
 74.5, 8.8, , , , , , 95.2
 73.2, 8.8, , , , , , 90.1
 73.2, 10.7, , , , , , 88.1
 72.0, 12.9, , , , , , 89.6
 77.0, 8.5, , , , , , 94.0
 68.5, 9.8, , , , , , 98.2
 74.6, 6.5, , 2.9, , 1.5, , 95.4
 72.5, 7.2, , 2.2, , 3.0, , 94.1
 76.3, 10.8, , , , , , 89.4
 74.0, 8.0, , , , , , 90.8
 72.2, 11.3, , 0.5, , , , 89.9
 75.5, 10.2, , 2.0, , , , 91.2
 71.5, 10.5, , , , 1.0, , 90.7
 73.5, 10.2, , , , 3.0, , 90.4
 76.0, 11.3, , , , , , 91.3
 73.8, 9.7, , , , , , 91.6
 76.8, 10.8, , , , , , 96.0
 75.5, 8.8, , , , , , 91.5
 74.5, 9.1, , , , , , 90.4
 73.2, 10.0, , , , , , 90.3
 73.2, 10.2, , , , , , 89.2
 72.0, 12.6, , , , , , 89.4
 77.0, 8.3, , , , , , 92.8
 68.5, 9.8, , , , , , 103.1
 73.5, 9.5, , , , , , 91.4
 67.3, 9.7, , , , , , 95.6
 74.4, 9.5, , , , , , 88.9
 72.0, 9.0, , , , , , 92.6
 70.0, 7.7, 1.0, , , , , 98.2
 71.2, 8.2, 4.0, , , , , 97.4
 76.8, 10.8, , , , , , 96.4
 75.5, 10.0, , , , , , 97.3
 72.3, 9.1, , , , , , 96.1
 72.1, 10.0, , , , , , 97.4
 72.2, 10.2, , , , , , 92.8
 74.8, 12.6, , , , , , 92.4
 72.1, 8.0, , 2.9, , 1.5, , 99.1
 69.0, 7.2, , 2.2, , 3.0, , 100.3
 73.9, 10.8, , , , , , 96.6
 74.0, 8.0, , , , , , 96.5
 70.2, 10.5, , 0.5, , , , 95.7
 75.0, 11.2, , 2.0, , , , 94.2
 66.2, 10.5, , , , 1.0, , 98.7
 69.1, 10.2, , , , 3.0, , 94.6
 70.0, 9.8, , , , , , 97.9
 72.4, 9.5, , , , , , 92.3
 70.0, 7.2, 7.0, 2.2, , , , 94.4
 76.0, 6.5, , 2.7, , , , 95.5
 77.0, 7.0, , 2.5, , , , 95.5
 76.0, 5.0, , 2.8, , , , 95.2
 74.0, 6.5, , 2.6, , , , 95.2
 74.6, 8.1, , 2.8, , , , 95.4
 74.6, 6.2, , 2.2, , , , 95.4
 74.6, 6.5, , 2.7, , , , 95.2
 74.6, 6.5, , 2.4, , , , 95.2
 74.6, 6.5, , 2.2, , , , 95.4
 58.93, 14.39, 13.89, , , 1.5, , 89.56
 57.4, 10.5, 11.6, , , 1.5, , 102.8
 58.0, 18.0, 23.8, , , , , 92.56
 50.0, 24.2, 24.6, , , , , 87.56
 52.0, 26.5, 19.1, , , , , 92.56
 48.0, 24.2, 23.0, , , , , 94.56
 54.0, 19.2, 24.0, , , , , 94.56
 52.2, 22.0, 19.2, , , , , 97.56
 52.2, 28.0, 17.2, , , , , 101.6
 44.0, 20.7, 27.5, , , , , 99.56
 49.5, 23.5, 20.2, , , , , 105.7
 42.5, 27.0, 16.5, , , , , 104.7
 53.2, 20.0, 24.1, , , , , 100.5
 48.0, 23.1, 20.5, , , , , 100.7
 53.0, 24.1, 20.0, , , , , 92.48
 56.2, 23.0, 14.2, , , , , 92.48
 50.6, 29.0, 16.0, , , , , 106.5
 50.0, 14.0, 29.0, , , , , 108.5
 47.8, 26.0, 20.0, , , 1.0, , 99.48
 39.0, 20.0, 26.3, , , 4.0, , 102.5
 54.62, 15.01, 15.11, , , 1.67, , 96.22
 53.62, 15.11, 14.01, , , 1.67, , 95.85
 58.0, 18.0, 23.5, , , , , 99.22
 44.0, 24.2, 24.6, , , , , 94.22
 50.0, 26.9, 19.1, , , , , 99.22
 45.5, 24.1, 20.0, , , , , 101.2
 54.0, 18.6, 24.0, , , , , 101.2
 50.0, 21.0, 19.3, , , , , 104.2
 52.1, 28.0, 16.5, , , , , 108.2
 41.0, 20.3, 27.5, , , , , 106.2
 49.5, 23.7, 20.0, , , , , 109.1
 36.5, 28.8, 17.5, , , , , 108.1
 52.2, 21.0, 24.8, , , , , 103.9
 49.0, 22.3, 20.5, , , , , 104.1
 53.2, 22.2, 21.6, , , , , 95.87
 52.0, 22.6, 16.0, , , , , 95.87
 52.0, 28.4, 16.2, , , , , 109.9
 50.0, 13.0, 29.0, , , , , 111.9
 48.2, 26.0, 20.1, , , 1.0, , 102.9
 41.5, 16.1, 26.4, , , 4.0, , 105.9
 46.7, 18.7, 18.0, , , 2.0, , 98.55
 50.0, 16.6, 22.1, , , , , 100.1
 48.0, 18.0, 27.0, , , , , 101.5
 49.0, 20.2, 24.6, , , , , 96.55
 48.8, 26.5, 19.5, , , , , 101.5
 47.5, 24.2, 16.9, , , , , 103.6
 46.5, 23.5, 25.0, , , , , 103.6
 49.0, 22.0, 15.8, , , , , 106.6
 48.0, 28.0, 20.2, , , , , 110.6
 40.0, 26.5, 27.5, , , , , 108.6
 49.5, 20.0, 22.0, , , , , 109.2
 48.5, 19.5, 17.5, , , , , 108.2
 53.2, 21.0, 22.5, , , , , 104.0
 50.5, 23.6, 14.5, , , , , 104.2
 53.2, 22.2, 20.6, , , , , 96.04
 54.8, 19.8, 16.0, , , , , 96.04
 52.0, 27.3, 16.2, , , , , 110.0
 50.0, 12.0, 26.7, , , , , 112.0
 48.2, 25.9, 19.8, , , 1.0, , 103.0
 48.5, 14.0, 23.0, , , 4.0, , 106.0
 51.55, 16.98, 16.38, , , 1.8, , 96.04
 54.7, 13.7, 12.8, , , 1.6, , 94.21
 54.2, 18.0, 23.8, , , , , 99.04
 50.0, 24.2, 20.1, , , , , 94.04
 52.0, 26.5, 17.1, , , , , 99.04
 48.0, 19.8, 23.0, , , , , 101.0
 54.0, 16.8, 24.0, , , , , 101.0
 52.2, 21.6, 14.8, , , , , 104.0
 52.2, 28.2, 17.2, , , , , 108.0
 48.0, 18.5, 27.5, , , , , 106.0
 49.5, 24.2, 22.0, , , , , 115.6
 42.5, 29.4, 18.5, , , , , 114.6
 53.2, 21.0, 25.1, , , , , 110.4
 50.5, 23.1, 20.7, , , , , 110.6
 53.2, 24.1, 21.4, , , , , 102.4
 56.2, 23.0, 16.1, , , , , 102.4
 52.0, 29.5, 16.2, , , , , 116.4
 50.0, 15.3, 28.9, , , , , 118.4
 48.2, 26.0, 21.9, , , 1.0, , 109.4
 41.5, 21.6, 25.0, , , 4.0, , 112.4
 58.93, 14.39, 13.89, , , 1.5, , 89.56
 54.54, 14.58, 13.99, , , 1.7, , 95.87
 58.0, 18.0, 23.6, , , , , 92.56
 54.0, 18.2, 24.6, , , , , 87.56
 54.0, 26.5, 17.0, , , , , 92.56
 54.2, 17.0, 23.0, , , , , 94.56
 54.0, 18.6, 24.0, , , , , 94.56
 57.3, 20.0, 15.0, , , , , 97.56
 55.2, 25.2, 17.2, , , , , 101.6
 54.4, 16.2, 26.7, , , , , 99.56
 49.5, 24.2, 22.3, , , , , 115.6
 42.5, 27.0, 26.0, , , , , 114.6
 49.8, 21.6, 24.8, , , , , 110.4
 50.5, 19.8, 20.0, , , , , 110.6
 49.5, 24.1, 22.7, , , , , 102.3
 50.0, 23.0, 18.9, , , , , 102.3
 47.8, 29.5, 17.4, , , , , 116.4
 50.0, 15.3, 25.1, , , , , 118.4
 48.2, 26.0, 18.5, , , 1.0, , 109.4
 42.5, 21.6, 21.1, , , 4.0, , 112.4
 48.5, 19.4, 22.5, , , , , 105.2
 49.25, 23.12, 17.12, , , , , 104.2
 49.5, 22.0, 23.8, , , , , 108.2
 46.0, 22.0, 24.6, , , , , 103.2
 48.2, 26.5, 20.3, , , , , 108.2
 45.6, 24.2, 22.0, , , , , 110.2
 49.0, 19.2, 26.6, , , , , 110.2
 47.8, 22.0, 20.2, , , , , 113.2
 49.5, 28.0, 18.1, , , , , 117.2
 44.0, 20.7, 24.8, , , , , 115.2
 49.5, 24.2, 19.9, , , , , 116.0
 48.0, 29.4, 15.1, , , , , 115.0
 52.2, 22.5, 18.0, , , , , 110.8
 50.5, 19.2, 18.9, , , , , 111.0
 51.8, 24.1, 17.2, , , , , 102.8
 50.2, 23.0, 16.0, , , , , 102.8
 52.0, 24.0, 16.0, , , , , 116.8
 50.0, 15.3, 24.0, , , , , 118.8
 48.2, 23.5, 17.8, , , 1.0, , 109.8
 48.0, 12.8, 20.9, , , 4.0, , 112.8
 55.0, 16.8, 17.1, , , 1.0, , 99.45
 52.95, 17.52, 18.72, , , , , 100.8
 57.0, 18.6, 23.8, , , , , 102.4
 51.0, 24.2, 21.0, , , , , 97.45
 52.0, 26.5, 17.3, , , , , 102.4
 51.5, 21.5, 18.2, , , , , 104.4
 54.0, 18.3, 24.0, , , , , 104.4
 52.2, 22.0, 16.4, , , , , 107.4
 52.2, 27.4, 17.2, , , , , 111.4
 51.2, 12.2, 25.2, , , , , 109.4
 51.59, 11.38, 13.96, , , 1.6, , 97.51
 52.3, 9.9, 14.1, , , 1.6, , 100.2
 52.5, 19.0, 23.8, , , , , 100.5
 50.5, 15.8, 24.6, , , , , 95.51
 52.0, 21.9, 19.1, , , , , 100.5
 52.0, 17.2, 16.8, , , , , 102.5
 51.8, 19.2, 21.6, , , , , 102.5
 52.2, 18.8, 13.2, , , , , 105.5
 52.2, 23.4, 17.2, , , , , 109.5
 50.8, 18.2, 19.4, , , , , 107.5
 53.8, 22.2, 17.0, , , , , 110.4
 56.0, 20.5, 11.5, , , , , 109.4
 53.2, 21.0, 18.1, , , , , 105.2
 52.2, 23.1, 10.7, , , , , 105.4
 53.2, 23.7, 14.2, , , , , 97.23
 55.8, 15.2, 15.3, , , , , 97.23
 52.0, 27.2, 12.0, , , , , 111.2
 54.8, 12.3, 21.3, , , , , 113.2
 52.8, 21.5, 14.2, , , 1.0, , 104.2
 52.5, 10.4, 16.4, , , 4.0, , 107.2
 54.2, 24.2, 17.6, , , , , 109.6
 54.5, 23.9, 12.8, , , , , 108.6
 58.8, 14.2, 21.3, , , , , 104.4
 55.2, 13.1, 20.5, , , , , 104.6
 59.5, 12.8, 20.0, , , , , 96.43
 60.0, 14.6, 14.2, , , , , 96.43
 54.0, 23.8, 16.2, , , , , 110.4
 54.8, 15.3, 20.7, , , , , 112.4
 54.8, 25.0, 12.0, , , 1.0, , 103.4
 59.0, 12.4, 12.1, , , 4.0, , 106.4
 52.3, 9.9, 14.1, , , 1.6, , 100.2
 54.9, 13.7, 11.5, , , 1.7, , 98.85
 56.0, 14.0, 23.8, , , , , 103.2
 50.5, 15.5, 24.6, , , , , 98.16
 52.0, 22.1, 19.1, , , , , 103.2
 51.2, 14.8, 20.8, , , , , 105.2
 54.0, 19.2, 20.4, , , , , 105.2
 52.2, 14.6, 19.2, , , , , 108.2
 52.2, 23.7, 17.2, , , , , 112.2
 51.2, 12.7, 19.5, , , , , 110.2
 49.5, 24.2, 18.3, , , , , 118.4
 42.5, 29.4, 14.3, , , , , 117.4
 53.2, 21.0, 22.0, , , , , 113.2
 50.5, 23.1, 22.2, , , , , 113.4
 53.2, 24.1, 18.6, , , , , 105.2
 55.0, 23.0, 15.0, , , , , 105.2
 52.0, 29.5, 12.5, , , , , 119.2
 50.0, 15.3, 25.1, , , , , 121.2
 48.2, 26.0, 18.3, , , 1.0, , 112.2
 41.5, 21.6, 22.4, , , 4.0, , 115.2
 49.5, 24.2, 21.5, , , , , 109.4
 48.0, 22.1, 19.1, , , , , 108.4
 53.2, 21.0, 25.3, , , , , 104.2
 50.5, 24.5, 22.2, , , , , 104.4
 53.2, 21.9, 22.2, , , , , 96.16
 58.0, 18.4, 17.6, , , , , 96.16
 52.0, 27.5, 16.7, , , , , 110.2
 50.0, 15.3, 27.7, , , , , 112.2
 48.2, 26.0, 20.9, , , 1.0, , 103.2
 48.2, 21.6, 18.2, , , 4.0, , 106.2
 55.53, 15.58, 14.99, , , 1.7, , 96.16
 52.95, 16.72, 14.21, , , , , 99.85
 58.0, 18.0, 22.6, , , , , 99.66
 50.5, 22.3, 21.2, , , , , 93.66
 52.0, 26.0, 19.5, , , , , 99.66
 52.0, 18.2, 19.6, , , , , 101.7
 54.0, 19.2, 23.4, , , , , 101.7
 52.2, 16.8, 20.6, , , , , 104.7
