Search Condition
State,Not Specified
Composition
,Component Unit,mass%
Component,Main,,Component,,,,min,max
,,NOT,B2O3,,,,,,
,*,AND,Na2O,,,,,,
,*,AND,MgO,,,,,,
,*,AND,Al2O3,,,,,,
,*,AND,SiO2,,,,,,
,,OR,SO2,SO3,,,,,
,,OR,K2O,,,,,,
,*,AND,CaO,,,,,,
,Total of Main Components >=,96,%
Commercial Glass,
Glass System,
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Poisson Ratio,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,10000

List Condition
,Component Unit,mass%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, Na2O, K2O, SO3, SO2, Poisson Ratio
926, GP20-164635, European Patent    Schott Corp. (US), 1995, A0665992, , , 6.5, , , , 11.68, , , 0.263
927, GP20-164636, European Patent    Schott Corp. (US), 1995, A0665992, , , 3.19, , 6.14, , 10.31, , , 0.25
928, GP20-164637, European Patent    Schott Corp. (US), 1995, A0665992, , , 3.17, 1.57, 2.18, , 13.18, , , 0.261
929, GB02-164788, Fundamentals of Inorganic Glasses, 1994, v. 001  p. 0170, 78.33, , , , , , 21.67, , , 0.22
930, GB02-164789, Fundamentals of Inorganic Glasses, 1994, v. 001  p. 0170, 71.84, , , , , , 28.16, , , 0.24
931, GB02-164790, Fundamentals of Inorganic Glasses, 1994, v. 001  p. 0170, 65.68, , , , , , 34.32, , , 0.26
932, GP05-168272, Japanese Patent    Schott Glas (Jena) (DE), 1996, A067529, 80.0, 5.3, 4.7, , 0.3, 2.6, 4.0, , , 0.2
933, GP20-169630, US Patent    Schott Corp. (US), 1996, A5526369, , , , , , , 9.94, , , 0.27
934, GP20-169631, US Patent    Schott Corp. (US), 1996, A5526369, , , 8.91, , , , 10.29, , , 0.26
935, GP20-169632, US Patent    Schott Corp. (US), 1996, A5526369, , , 8.81, , , , 7.46, , , 0.25
936, GP20-169633, US Patent    Schott Corp. (US), 1996, A5526369, , , 5.7, , , , 12.5, , , 0.28
937, GP20-169634, US Patent    Schott Corp. (US), 1996, A5526369, , , 6.69, 4.96, , , 11.58, , , 0.24
938, GP20-169636, US Patent    Schott Corp. (US), 1996, A5526369, 2.69, , 6.08, , , , 10.54, , , 0.26
939, GP20-169637, US Patent    Schott Corp. (US), 1996, A5526369, , 6.41, 6.26, , , , 10.85, , , 0.26
940, GP20-169638, US Patent    Schott Corp. (US), 1996, A5526369, 7.45, , , , , , 10.95, , , 0.27
941, GP20-169639, US Patent    Schott Corp. (US), 1996, A5526369, , , 10.16, 5.02, , , 11.73, , , 0.25
942, GJ05-171620, J. Materials Science, 1997, v. 032  p. 5851, 39.84, 18.62, , 3.0, 12.11, 7.41, 3.7, , , 0.22
943, GB03-174505, Data Book of Glass Composition (J), 1991, v. 001  p. 0047, 64.0, 5.0, 6.0, 1.0, 15.0, 3.0, 3.0, , , 0.22
944, GB06-174590, Data Book of Glass Composition (J), 1991, v. 001  p. 0077, 52.51, 1.81, 21.89, 7.23, 7.23, 0.3, 0.1, , , 0.24
945, GJ10-176034, Glass Physics & Chemistry, 1998, v. 024  p. 0285, , 98.52, , , , , 1.48, , , 0.292
946, GJ10-176036, Glass Physics & Chemistry, 1998, v. 024  p. 0285, , 96.65, , , , , 3.35, , , 0.293
947, GJ10-176037, Glass Physics & Chemistry, 1998, v. 024  p. 0285, , 94.79, , , , , 5.21, , , 0.293
948, GJ10-176038, Glass Physics & Chemistry, 1998, v. 024  p. 0285, , 88.83, , , , , 11.17, , , 0.293
949, GJ10-176040, Glass Physics & Chemistry, 1998, v. 024  p. 0285, , 83.18, , , , , 16.82, , , 0.295
950, GJ10-176041, Glass Physics & Chemistry, 1998, v. 024  p. 0285, , 77.1, , , , , 22.9, , , 0.301
951, GJ10-176042, Glass Physics & Chemistry, 1998, v. 024  p. 0285, , 71.45, , , , , 28.55, , , 0.295
952, GJ10-176044, Glass Physics & Chemistry, 1998, v. 024  p. 0285, , 65.3, , , , , 34.7, , , 0.288
953, GJ10-176046, Glass Physics & Chemistry, 1998, v. 024  p. 0285, , 59.47, , , , , 40.53, , , 0.303
954, GJ20-176237, Glass Physics & Chemistry, 1998, v. 024  p. 0525, , , , , , *, *, , , 0.316
955, GJ20-176238, Glass Physics & Chemistry, 1998, v. 024  p. 0525, , , , , , *, *, , , 0.316
956, GJ20-176239, Glass Physics & Chemistry, 1998, v. 024  p. 0525, , , , , , *, *, , , 0.313
957, GJ40-176240, Glass Physics & Chemistry, 1998, v. 024  p. 0525, , , , , , , *, , , 0.32
958, GJ02-176243, Glass Physics & Chemistry, 1998, v. 024  p. 0525, 76.09, , , , , , 23.91, , , 0.235
959, GJ02-176245, Glass Physics & Chemistry, 1998, v. 024  p. 0525, 82.25, , , , , , 17.75, , , 0.23
960, GJ02-176246, Glass Physics & Chemistry, 1998, v. 024  p. 0525, 77.27, , , , , , 22.73, , , 0.225
961, GJ02-176247, Glass Physics & Chemistry, 1998, v. 024  p. 0525, 72.35, , , , , , 27.65, , , 0.25
962, GJ02-176248, Glass Physics & Chemistry, 1998, v. 024  p. 0525, 64.01, , , , , , 35.99, , , 0.27
963, GJ02-176339, Glass Physics & Chemistry, 1998, v. 024  p. 0539, 76.09, , , , , , 23.91, , , 0.236
964, GJ02-176340, Glass Physics & Chemistry, 1998, v. 024  p. 0539, 73.37, , , , , , 26.63, , , 0.244
965, GJ02-176341, Glass Physics & Chemistry, 1998, v. 024  p. 0539, 70.09, , , , , , 29.91, , , 0.245
966, GJ02-176342, Glass Physics & Chemistry, 1998, v. 024  p. 0539, 63.42, , , , , , 36.58, , , 0.275
967, GJ02-176343, Glass Physics & Chemistry, 1998, v. 024  p. 0539, 61.31, , , , , , 38.69, , , 0.281
968, GJ02-176344, Glass Physics & Chemistry, 1998, v. 024  p. 0539, 56.43, , , , , , 43.57, , , 0.295
969, GJ20-176356, Glass Physics & Chemistry, 1998, v. 024  p. 0539, , , , , , *, *, , , 0.316
970, GJ20-176357, Glass Physics & Chemistry, 1998, v. 024  p. 0539, , , , , , *, *, , , 0.316
971, GJ20-176358, Glass Physics & Chemistry, 1998, v. 024  p. 0539, , , , , , *, *, , , 0.313
972, GJ40-176359, Glass Physics & Chemistry, 1998, v. 024  p. 0539, , , , , , , *, , , 0.32
973, GJ20-177518, J. Non-Crystalline Solids, 1998, v. 239  p. 0143, , , 10.98, , , , 0.72, , , 0.24
974, GP05-179717, US Patent    Schott Glas (Jena) (DE), 1997, A5599753, 80.0, 5.3, 4.7, , 0.3, 2.6, 4.0, , , 0.2
975, GP03-182969, European Patent    Saint-Gobain (FR), 1998, A0864546, 75.63, , 1.0, , 12.04, 11.03, 0.3, , , 0.215
976, GP03-182970, European Patent    Saint-Gobain (FR), 1998, A0864546, 67.0, , 1.0, 2.0, 10.0, 7.0, 5.0, , , 0.21
977, MJ05-184473, J. Non-Crystalline Solids, 1999, v. 247  p. 0039, 78.08, 13.3, 3.4, 0.16, 0.28, 4.7, 0.05, , , 0.17
978, GP02-187512, Japanese Patent    Saint-Gobain (FR), 1999, A001341, 75.63, , 1.0, , 12.04, 11.03, 0.3, , , 0.215
979, GP02-187513, Japanese Patent    Saint-Gobain (FR), 1999, A001341, 67.0, , 1.0, 2.0, 10.0, 7.0, 5.0, , , 0.21
980, GP02-189997, US Patent    Saint-Gobain (FR), 1999, A5990053, 75.63, , 1.0, , 12.04, 11.03, 0.3, , , 0.215
981, GP02-189998, US Patent    Saint-Gobain (FR), 1999, A5990053, 67.0, , 1.0, 2.0, 10.0, 7.0, 5.0, , , 0.21
982, GI06-190605R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 38.79, , 24.07, 14.22, , 9.82, 13.1, , , 0.25
983, GI06-190606R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 34.76, , 22.37, , 20.48, 9.23, 13.16, , , 0.26
984, GI06-190608R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 33.72, , 21.31, , 11.67, 13.08, 19.56, , , 0.26
985, GI03-190609R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 28.07, , 18.06, , , 10.94, 15.64, , , 0.27
986, GI03-190611R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 48.18, , 16.25, 11.53, , 9.64, 14.4, , , 0.25
987, GI06-190612R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 45.83, , 22.75, 8.08, , 9.28, 14.06, , , 0.24
988, GI06-190613R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 43.32, , 21.62, , 12.05, 8.96, 13.48, , , 0.25
989, GI03-190614R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 36.15, , 18.58, , , 7.64, 11.2, , , 0.26
990, GI05-190615R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 41.26, 21.85, , , , 8.61, 13.07, , , 0.25
991, GI02-190617R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 54.92, , 15.26, 5.57, , 9.6, 14.65, , , 0.24
992, GI02-190618R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 53.35, , 14.9, , 8.31, 9.0, 13.92, , , 0.24
993, GI02-190619R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 47.14, , 13.32, , , 8.1, 12.16, , , 0.25
994, GI02-190620R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 52.03, , 14.68, , , 8.95, 13.1, , , 0.24
995, GI02-190622R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 52.18, , 21.73, , 3.89, 8.81, 13.39, , , 0.23
996, GI02-190623R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 48.93, , 20.55, , , 8.19, 12.39, , , 0.23
997, GI02-190644R, NGF's Additional New Data (J), 2000, v. 002  p. 0003, 80.52, , 5.48, , , , 3.34, , , 0.21
998, GI02-190646R, NGF's Additional New Data (J), 2000, v. 002  p. 0003, 58.26, , 7.24, 9.55, , 14.08, 8.01, , , 0.24
999, GI02-190648R, NGF's Additional New Data (J), 2000, v. 002  p. 0003, 58.38, , 6.9, , 10.14, 14.42, 7.26, , , 0.24
1000, GI02-190652R, NGF's Additional New Data (J), 2000, v. 002  p. 0003, 58.0, , 7.0, , , 14.0, 8.0, , , 0.25
1001, GI05-190659R, NGF's Additional New Data (J), 2000, v. 002  p. 0003, 76.0, 16.17, , , , 3.85, 1.32, , , 0.2
1002, GI05-190680R, NGF's Additional New Data (J), 2000, v. 002  p. 0005, 46.55, 20.45, , , 8.46, 9.83, 14.71, , , 0.25
1003, GI06-191641, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 72.32, , 19.67, , , 0.04, 0.009943, , , 0.21
1004, GI06-191649R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 54.28, , 21.9, , 0.009952, , 23.61, , , 0.23
1005, GI06-191654R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 48.21, , 19.99, , , , 31.8, , , 0.25
1006, GI06-191662R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 50.49, , 22.02, 0.1, 17.61, 9.38, , , , 0.25
1007, GI06-191666R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 55.75, , 23.11, 9.03, , 4.7, 7.11, , , 0.23
1008, GI06-191667R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 53.07, , 22.22, 0.07, 12.69, 4.67, 6.96, , , 0.24
1009, GI06-191668R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 43.58, , 18.96, , , 3.74, 5.55, , , 0.25
1010, GI06-191669R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 49.77, , 21.32, , 0.01, 4.44, 6.59, , , 0.24
1011, GI06-191670, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 48.73, , 19.26, , 0.00999, 4.22, 6.34, , , 0.25
1012, GI06-191671R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 51.96, , 23.4, 12.28, , 5.0, 7.36, , , 0.25
1013, GI06-191672R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 49.39, , 21.85, , 17.02, 4.71, 7.03, , , 0.25
1014, GI06-191673R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 38.15, , 16.91, , , 3.55, 5.25, , , 0.26
1015, GI06-191674R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 44.75, , 21.24, , , 4.53, 6.93, , , 0.25
1016, GI06-191675R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 42.91, , 19.42, , , 4.13, 6.08, , , 0.26
1017, GI06-191691, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 52.34, , 21.4, , , 6.45, 9.6, , , 0.21
1018, GI03-191694R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 46.21, , 6.1, , , 4.67, 5.42, , , 0.26
1019, GI03-191695R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 47.88, , 6.46, , , 4.58, 5.42, , , 0.26
1020, GI03-191696, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 50.58, , 6.47, , , 4.65, 6.02, , , 0.25
1021, GI03-191697, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 50.25, , 6.69, , , 4.99, 6.22, , , 0.25
1022, GI03-191698R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 53.39, , 6.92, , , 5.1, 6.58, , , 0.25
1023, GI03-191699R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 48.72, , 6.5, , 3.45, 4.76, 5.98, , , 0.26
1024, GI03-191700R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 50.55, , 6.56, , 3.62, 5.38, 6.53, , , 0.25
1025, GI03-191701, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 52.35, , 6.89, , 3.8, 5.38, 6.82, , , 0.25
1026, GI03-191702R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 54.61, , 7.16, , 3.95, 5.75, 7.2, , , 0.25
1027, GI03-191703R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 52.97, , 6.97, , 7.89, 4.95, 6.2, , , 0.25
1028, GI03-191704R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 54.81, , 7.22, 0.06, 7.72, 5.37, 6.59, , , 0.25
1029, GI03-191705R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 56.64, , 7.47, 0.06, 8.21, 5.65, 7.19, , , 0.25
1030, GI03-191706, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 56.45, , 7.6, 0.13, 12.23, 5.21, 6.59, , , 0.25
1031, GI03-191707R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 58.22, , 7.64, 0.04, 12.62, 6.03, 7.69, , , 0.25
1032, GI03-191708R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 61.17, , 8.02, 0.14, 17.87, 5.52, 7.28, , , 0.25
1033, GI03-191709R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 61.76, , 8.09, 3.07, 13.11, 6.06, 7.91, , , 0.24
1034, GI03-191710R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 59.47, , 7.9, 2.84, 9.07, 5.54, 7.24, , , 0.24
1035, GI03-191711R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 57.44, , 7.54, 2.59, 4.1, 5.49, 7.04, , , 0.24
1036, GI03-191712, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 63.17, , 8.07, 6.13, 9.16, 5.82, 7.65, , , 0.24
1037, GI03-191713R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 55.66, , 7.25, 2.73, , 5.4, 6.77, , , 0.25
1038, GI03-191714, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 60.24, , 8.07, 5.81, 4.36, 5.68, 6.95, , , 0.24
1039, GI03-191715R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 56.93, , 7.49, 5.67, , 5.53, 6.86, , , 0.24
1040, GI03-191716, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 62.69, , 8.42, 9.98, 4.96, 6.29, 7.66, , , 0.24
1041, GI03-191717, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 60.93, , 8.15, 8.76, , 5.88, 7.33, , , 0.24
1042, GI03-191718, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 66.84, , 8.28, 11.79, , 5.77, 7.32, , , 0.23
1043, GI05-191719R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 50.34, 11.33, 16.06, 9.73, , 4.83, 7.39, , , 0.24
1044, GI05-191720R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 46.64, 11.39, 16.45, 0.07, 13.3, 4.7, 7.15, , , 0.24
1045, GI03-191721R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 40.88, 8.45, 12.28, , , 3.86, 5.82, , , 0.25
1046, GI07-191722R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 45.83, 9.97, 15.42, , , 4.47, 6.68, , , 0.25
1047, GI03-191723R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 45.07, 9.48, 12.99, , , 4.26, 6.27, , , 0.25
1048, GI06-191724R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 51.21, 10.43, 12.4, 9.81, , 4.97, 7.54, , , 0.24
1049, NI03-191725, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 49.76, 10.81, 11.51, , 12.8, 4.72, 7.1, , , 0.24
1050, NI07-191727, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 47.2, 10.12, 11.04, , , 4.46, 6.82, , , 0.25
1051, GI03-191728R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 44.32, 8.95, 10.89, , 0.009982, 4.29, 6.42, , , 0.25
1052, GI06-191729R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 50.8, 10.4, 12.29, 9.63, , 4.83, 7.37, , , 0.24
1053, GI03-191730, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 49.38, 9.25, 12.48, , 12.83, 4.56, 6.77, , , 0.25
1054, GI03-191731R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 41.34, 8.03, 9.35, , , 3.73, 5.53, , , 0.26
1055, GI07-191732R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 47.06, 9.7, 11.07, , 0.01, 4.22, 6.4, , , 0.25
1056, GI03-191733R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 44.66, 9.46, 10.2, , , 4.23, 6.27, , , 0.25
1057, GI03-191735R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 56.69, , 11.44, 1.62, 22.17, 4.91, , , , 0.25
1058, GI03-191737R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 55.79, , 11.35, 1.74, 21.4, 2.57, 3.79, , , 0.25
1059, GI03-191739R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 60.49, , 13.08, 2.72, 23.05, 0.05, , , , 0.25
1060, GI03-191743, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 64.67, , 14.48, 15.51, 4.85, 0.09, , , , 0.24
1061, GI03-191745R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 60.88, , 12.43, 2.74, 13.3, 10.04, , , , 0.24
1062, GI03-191746R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 57.48, , 10.98, 2.71, 13.04, 0.1, 15.18, , , 0.23
1063, GI03-191747R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 60.49, , 11.52, 2.86, 12.61, 5.07, 7.45, , , 0.24
1064, GI06-191748, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 52.41, , 25.5, , , 8.78, 12.93, , , 0.21
1065, GI02-191756R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 44.92, , 15.78, , , 9.27, 13.61, , , 0.26
1066, GI03-191757R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 34.43, , 12.26, , , 7.32, 10.86, , , 0.28
1067, GI07-191758, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 41.64, , 14.42, , , 8.75, 13.15, , , 0.26
1068, GI02-191759R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 45.13, , 15.21, 4.43, , 14.06, 21.17, , , 0.26
1069, GI02-191760R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 43.27, , 14.77, , 8.02, 13.54, 20.4, , , 0.26
1070, GI02-191761R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 37.26, , 13.01, , , 11.72, 17.58, , , 0.27
1071, GI02-191762R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 41.68, , 14.33, , , 13.14, 19.7, , , 0.26
1072, GI02-191763R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 42.37, , 21.21, 2.43, , 13.88, 20.11, , , 0.25
1073, GI02-191764, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 41.98, , 21.6, , 3.78, 13.09, 19.55, , , 0.26
1074, GI02-191765R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 38.93, , 20.48, , , 12.28, 17.48, , , 0.26
1075, GI02-191766R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 41.46, , 21.46, , , 12.9, 19.25, , , 0.25
1076, GI02-191767R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 51.55, , 15.0, , , 13.3, 20.15, , , 0.25
1077, GI02-191768R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 51.01, , 21.66, , , 8.77, 13.2, , , 0.2
1078, GI02-191769R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 62.03, , 15.01, , , 9.35, 13.61, , , 0.23
1079, GI05-191771R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 70.56, 15.16, 5.12, , 1.03, 7.01, 0.05, , , 0.2
1080, GI05-191773R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 75.34, 10.78, 5.01, , 1.01, 5.04, 1.89, , , 0.2
1081, GI05-191774R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 58.15, 16.0, , 3.22, 5.26, 9.61, 7.76, , , 0.24
1082, GI05-191775, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 45.97, 20.28, , 2.41, , 9.51, 14.19, , , 0.24
1083, GI05-191776R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 50.33, 16.02, , 2.9, , 9.18, 8.55, , , 0.26
1084, GI06-191779R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 64.74, 5.66, 10.72, 4.2, 5.8, , 5.12, , , 0.23
1085, GI03-191822R, NGF's Additional New Data (J), 2001, v. 004  p. 0007, 64.28, , 4.72, , 12.99, 0.03, 14.26, , , 0.24
1086, GI02-191861, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 58.61, , , , 0.83, 6.82, 7.63, , , 0.25
1087, GI02-191862R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 59.89, , , , 0.79, 6.75, 7.46, , , 0.24
1088, GI02-191863, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 69.07, , , , 1.0, 7.54, 5.72, , , 0.23
1089, GI02-191864R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 64.81, , , , 1.0, 7.75, 5.86, , , 0.23
1090, GI02-191865R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 67.22, , , 0.02, 3.87, 7.67, 5.65, , , 0.23
1091, GI02-191866R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 68.92, , , , , 7.78, 5.92, , , 0.22
1092, GI02-191867R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 67.47, , , , 1.01, 4.0, 10.18, , , 0.22
1093, GI02-191868R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 68.04, , , , 1.02, 10.74, 2.93, , , 0.23
1094, GI02-191869R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 68.6, , , 0.02, 2.99, 7.91, 5.91, , , 0.23
1095, GI02-191870R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 72.22, , , , 1.01, 3.84, 9.84, , , 0.22
1096, XJ03-191936, Glass Technology, 2000, v. 041  p. 0099, 38.0, , 17.5, 2.4, 21.1, 3.5, 1.8, 0.2, , 0.24
1097, GP02-206802, European Patent    Saint-Gobain (FR), 2000, A0979217, 71.66, , 0.6, 4.12, 9.65, 13.67, 0.3, , , 0.22
1098, GP02-206803, European Patent    Saint-Gobain (FR), 2000, A0979217, 67.78, , 2.12, 0.1, 8.59, 16.16, 5.15, , , 0.22
1099, GP02-206804, European Patent    Saint-Gobain (FR), 2000, A0979217, 64.19, , 0.45, 0.07, 13.32, 21.96, 0.01, , , 0.23
1100, GP02-206805, European Patent    Saint-Gobain (FR), 2000, A0979217, 63.65, , 2.47, 0.1, 13.49, 17.62, 2.67, , , 0.23
1101, GP02-206806, European Patent    Saint-Gobain (FR), 2000, A0979217, 64.8, , 2.0, 0.5, 10.4, 17.4, 4.9, , , 0.23
1102, GP02-206807, European Patent    Saint-Gobain (FR), 2000, A0979217, 64.0, , 2.0, 0.5, 10.4, 16.3, 4.8, , , 0.23
1103, GP02-206808, European Patent    Saint-Gobain (FR), 2000, A0979217, 65.0, , 1.0, , 14.1, 18.9, 1.0, , , 0.23
1104, GP02-206819, European Patent    Corning Inc. (US), 2000, A0980341, 71.34, 0.56, 0.71, 1.02, 9.18, 11.48, 5.1, , , 0.22
1105, GP02-206820, European Patent    Corning Inc. (US), 2000, A0980341, 65.33, 3.02, 2.72, , 1.01, 10.25, 8.51, , , 0.22
1106, GP02-206821, European Patent    Corning Inc. (US), 2000, A0980341, 62.6, 0.95, 2.78, 2.93, , 8.39, 9.33, , , 0.24
1107, GP02-206822, European Patent    Corning Inc. (US), 2000, A0980341, 62.36, 0.94, 2.77, 2.92, , 8.36, 9.3, , , 0.22
1108, GP02-206823, European Patent    Corning Inc. (US), 2000, A0980341, 61.46, 0.94, 2.75, 2.9, , 8.31, 9.25, , , 0.23
1109, GP02-206824, European Patent    Corning Inc. (US), 2000, A0980341, 61.36, 0.95, 3.73, 2.95, , 11.29, 5.09, , , 0.23
1110, GP02-206825, European Patent    Corning Inc. (US), 2000, A0980341, 63.46, 6.59, 9.25, , , 15.09, 3.78, , , 0.21
1111, GP02-206826, European Patent    Corning Inc. (US), 2000, A0980341, 64.8, 2.98, 2.68, , 0.98, 10.2, 8.49, , , 0.23
1112, GP02-206827, European Patent    Corning Inc. (US), 2000, A0980341, 59.7, 0.93, 2.72, 2.87, , 8.22, 9.14, , , 0.239
1113, GP02-206828, European Patent    Corning Inc. (US), 2000, A0980341, 62.46, 6.55, 9.18, , , 15.0, 3.75, , , 0.22
1114, XP03-212503, Japanese Patent    Konica Minolta (J), 2001, A266329, 49.2, , 17.7, 18.2, , , 1.8, , , 0.24
1115, XP03-213098, Japanese Patent    Hoya Corp. (J), 2001, A325722, 43.87, , 16.99, 19.19, , , 0.75, , , 0.23
1116, GJ10-216302, J. Jpn. Inst. Metals & Materials (J), 1989, v. 053  p. 0088, , 59.68, , , , , 40.32, , , 0.285
